id;service;sbytes;dbytes;sttl;dttl;sloss;dloss;swin;stcpb;dtcpb;dwin;response_body_len;ct_srv_src;ct_state_ttl;ct_dst_ltm;ct_src_dport_ltm;ct_dst_sport_ltm;ct_dst_src_ltm;ct_src_ltm;ct_srv_dst;is_sm_ips_ports;attack_cat;label
117689;-;104;0;254;0;0;0;0;0;0;0;0;2;6;3;2;2;2;2;3;0;Fuzzers;1
96402;-;8666;268;254;252;4;1;255;2558416035;3061562979;255;0;1;1;1;1;1;1;23;1;0;Exploits;1
58129;-;200;0;254;0;0;0;0;0;0;0;0;3;2;1;1;1;3;1;3;0;DoS;1
53263;http;758;354;254;252;2;1;255;2863194516;1013545691;255;0;8;1;1;1;1;9;1;8;0;Fuzzers;1
47990;-;200;0;254;0;0;0;0;0;0;0;0;5;2;3;3;3;5;3;5;0;Backdoor;1
75689;smtp;4104;1880;62;252;7;8;255;2577885757;2030961229;255;0;1;1;2;1;1;1;1;1;0;Exploits;1
81716;-;4600;618;254;252;4;3;255;1524038068;1007815738;255;0;2;1;1;1;1;1;1;1;0;Exploits;1
85748;-;200;0;254;0;0;0;0;0;0;0;0;8;2;4;3;3;12;5;8;0;Backdoor;1
79367;-;1044;702;254;252;3;2;255;1251479371;1374330877;255;0;2;1;1;1;1;2;1;2;0;Fuzzers;1
152766;-;200;0;254;0;0;0;0;0;0;0;0;6;2;2;2;2;6;4;6;0;Exploits;1
172539;dns;114;0;254;0;0;0;0;0;0;0;0;16;2;17;16;16;16;16;16;0;Generic;1
109663;smtp;361693;3486;62;252;144;8;255;2380611647;694679826;255;0;1;1;1;1;1;1;8;1;0;Exploits;1
130697;dns;114;0;254;0;0;0;0;0;0;0;0;16;2;16;16;16;16;17;16;0;Generic;1
146652;-;200;0;254;0;0;0;0;0;0;0;0;4;2;2;2;2;4;2;4;0;Exploits;1
131817;-;168;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;0;Reconnaissance;1
67316;-;168;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;2;1;0;Reconnaissance;1
101755;-;3024;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;0;Exploits;1
108683;pop3;952;3612;62;252;7;8;255;2646407262;3946411716;255;0;1;1;1;1;1;1;21;1;0;Exploits;1
50613;-;34706;1006;254;252;15;2;255;2544989532;898718851;255;0;5;1;2;2;2;2;6;3;0;Fuzzers;1
58633;-;1062;556;254;252;5;3;255;652764116;2942049898;255;0;6;1;1;1;1;6;1;6;0;Fuzzers;1
76329;-;78;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;0;DoS;1
161084;dns;114;0;254;0;0;0;0;0;0;0;0;20;2;17;16;16;21;16;20;0;Generic;1
73015;pop3;954;5400;62;252;7;9;255;2768593603;2812850844;255;0;1;1;1;1;1;1;2;1;0;Exploits;1
110621;-;200;0;254;0;0;0;0;0;0;0;0;5;2;3;3;3;5;3;5;0;Exploits;1
50783;-;200;0;254;0;0;0;0;0;0;0;0;6;2;3;3;3;6;3;6;0;Exploits;1
49619;-;200;0;254;0;0;0;0;0;0;0;0;3;2;1;1;1;3;1;3;0;DoS;1
153971;dns;114;0;254;0;0;0;0;0;0;0;0;32;2;17;16;16;32;16;32;0;Generic;1
89780;http;1058;268;254;252;2;1;255;354612610;4273290294;255;0;1;1;1;1;1;1;1;1;0;Exploits;1
87260;-;168;0;254;0;0;0;0;0;0;0;0;2;2;1;1;1;1;2;1;0;Reconnaissance;1
128328;dns;114;0;254;0;0;0;0;0;0;0;0;14;2;5;5;3;14;5;14;0;Generic;1
137432;dns;114;0;254;0;0;0;0;0;0;0;0;21;2;9;8;8;21;8;21;0;Generic;1
50697;-;68189;698;254;252;27;1;255;775527980;717597479;255;0;6;1;1;1;1;2;3;2;0;Fuzzers;1
99317;-;180;0;254;0;0;0;0;0;0;0;0;3;2;2;2;2;3;4;3;0;Exploits;1
108704;dns;9200;0;254;0;0;0;0;0;0;0;0;12;6;8;8;8;8;8;8;0;Fuzzers;1
121924;-;738;268;254;252;2;0;255;2355879794;2296510182;255;0;7;1;5;5;5;6;6;6;0;Fuzzers;1
96001;-;200;0;254;0;0;0;0;0;0;0;0;14;2;6;5;5;17;6;14;0;Backdoor;1
155446;dns;114;0;254;0;0;0;0;0;0;0;0;17;2;17;17;17;17;18;17;0;Generic;1
135972;-;2858;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;0;Generic;1
52930;-;564;354;254;252;2;1;255;3481414658;2292518509;255;0;2;1;1;1;1;1;1;1;0;Reconnaissance;1
59504;-;200;0;254;0;0;0;0;0;0;0;0;8;2;3;3;3;9;3;8;0;Exploits;1
57106;-;200;0;254;0;0;0;0;0;0;0;0;6;2;2;2;2;6;2;6;0;Exploits;1
119220;dns;114;0;254;0;0;0;0;0;0;0;0;36;2;16;16;16;36;17;36;0;Generic;1
127161;dns;114;0;254;0;0;0;0;0;0;0;0;7;2;7;7;7;7;8;7;0;Generic;1
162184;dns;114;0;254;0;0;0;0;0;0;0;0;22;2;16;16;16;22;17;22;0;Generic;1
55841;-;200;0;254;0;0;0;0;0;0;0;0;8;2;1;1;1;9;1;8;0;Exploits;1
158605;dns;114;0;254;0;0;0;0;0;0;0;0;33;2;23;23;11;33;23;33;0;Generic;1
107269;-;200;0;254;0;0;0;0;0;0;0;0;6;2;1;1;1;6;1;6;0;Backdoor;1
167288;dns;114;0;254;0;0;0;0;0;0;0;0;9;2;9;9;9;9;9;9;0;Generic;1
96467;ftp;1174;1706;62;252;7;9;255;225083512;925702743;255;0;1;1;2;1;1;2;2;1;0;Exploits;1
166888;dns;114;0;254;0;0;0;0;0;0;0;0;23;2;8;8;8;23;8;23;0;Generic;1
109473;-;200;0;254;0;0;0;0;0;0;0;0;3;2;1;1;1;3;1;3;0;Exploits;1
172177;dns;114;0;254;0;0;0;0;0;0;0;0;33;2;19;17;17;33;17;33;0;Generic;1
106706;-;200;0;254;0;0;0;0;0;0;0;0;3;2;2;2;2;3;2;3;0;DoS;1
118216;http;2744;354;254;252;2;1;255;3477645492;4187061277;255;0;1;1;1;2;1;1;3;1;0;Exploits;1
144998;dns;114;0;254;0;0;0;0;0;0;0;0;45;2;42;42;14;45;42;45;0;Generic;1
62905;pop3;984;3314;62;252;7;8;255;1896699760;2080455753;255;0;1;1;1;1;1;1;2;1;0;Exploits;1
94059;-;200;0;254;0;0;0;0;0;0;0;0;8;2;4;2;2;13;5;8;0;DoS;1
123246;dns;114;0;254;0;0;0;0;0;0;0;0;24;2;16;16;16;24;16;24;0;Generic;1
123201;http;68193;698;254;252;27;1;255;1420024907;3206483503;255;0;2;1;1;1;1;2;2;4;0;Fuzzers;1
97448;-;756;268;254;252;2;1;255;1396161327;4013447465;255;0;1;1;1;1;1;1;1;2;0;Fuzzers;1
53684;-;200;0;254;0;0;0;0;0;0;0;0;6;2;2;1;1;7;2;6;0;DoS;1
167622;-;568;432;254;60;0;0;0;0;0;0;0;2;0;2;2;2;2;2;2;0;Exploits;1
104470;-;180;0;254;0;0;0;0;0;0;0;0;4;2;3;4;3;3;4;3;0;Exploits;1
125622;dns;114;0;254;0;0;0;0;0;0;0;0;21;2;17;17;17;21;17;21;0;Generic;1
120393;-;1096;5756;62;252;6;8;255;1884846226;631979230;255;0;1;1;1;1;1;1;1;1;0;Exploits;1
123298;dns;114;0;254;0;0;0;0;0;0;0;0;28;2;18;18;18;28;19;28;0;Generic;1
124443;-;564;354;254;252;2;1;255;2640949212;3932411303;255;0;3;1;2;1;1;1;2;4;0;Reconnaissance;1
120202;dns;114;0;254;0;0;0;0;0;0;0;0;25;2;9;9;9;25;9;25;0;Generic;1
78220;-;1442;69872;62;252;6;32;255;1496051307;2941209201;255;0;3;1;1;1;1;1;1;1;0;Exploits;1
133297;-;2158;354;254;252;2;1;255;3144375586;402730143;255;0;3;1;1;1;1;1;2;3;0;Exploits;1
80971;http;806;1162;62;252;2;2;255;867814770;1300804521;255;138;5;1;6;5;5;5;6;6;0;Analysis;1
140914;dns;114;0;254;0;0;0;0;0;0;0;0;17;2;17;17;17;17;18;17;0;Generic;1
118835;-;756;354;254;252;2;1;255;1470524093;1413600061;255;0;5;1;1;1;1;3;2;3;0;Fuzzers;1
66355;-;200;0;254;0;0;0;0;0;0;0;0;3;2;2;2;2;3;3;3;0;Exploits;1
110512;-;632;268;254;252;2;1;255;4000340522;3957238623;255;0;5;1;1;1;1;1;15;1;0;Shellcode;1
115229;-;200;0;254;0;0;0;0;0;0;0;0;2;2;1;1;1;2;2;2;0;Exploits;1
139853;dns;114;0;254;0;0;0;0;0;0;0;0;26;2;17;16;16;26;17;26;0;Generic;1
91305;-;400;0;254;0;0;0;0;0;0;0;0;12;2;4;3;3;16;4;12;0;DoS;1
65033;-;200;0;254;0;0;0;0;0;0;0;0;5;2;2;2;2;5;4;5;0;Backdoor;1
112021;-;200;0;254;0;0;0;0;0;0;0;0;3;2;3;2;2;4;3;3;0;Exploits;1
98092;-;2952;268;254;252;2;1;255;421268452;1514106902;255;0;2;1;1;1;1;1;2;1;0;Exploits;1
154330;dns;114;0;254;0;0;0;0;0;0;0;0;34;2;34;34;16;34;35;34;0;Generic;1
75337;-;612;268;254;252;2;1;255;3344666117;3150509590;255;0;9;1;1;1;1;7;2;7;0;Fuzzers;1
87822;-;200;0;254;0;0;0;0;0;0;0;0;7;2;3;3;3;9;3;7;0;Exploits;1
141787;dns;114;0;254;0;0;0;0;0;0;0;0;26;2;17;17;17;26;17;26;0;Generic;1
164340;-;200;0;254;0;0;0;0;0;0;0;0;4;2;2;2;2;4;2;4;0;Exploits;1
67079;-;1490;796;254;252;3;2;255;2122699356;3256868520;255;0;5;1;1;2;1;1;2;1;0;Fuzzers;1
79416;-;832;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;0;Exploits;1
154576;dns;114;0;254;0;0;0;0;0;0;0;0;18;2;16;16;16;18;16;18;0;Generic;1
109385;-;200;0;254;0;0;0;0;0;0;0;0;4;2;4;4;4;4;5;4;0;Analysis;1
143005;ftp;1272;1860;62;252;7;9;255;2416840074;1955294360;255;0;1;1;2;1;1;2;20;1;0;Exploits;1
145119;-;200;0;254;0;0;0;0;0;0;0;0;7;2;3;3;3;8;4;7;0;DoS;1
107872;-;168;0;254;0;0;0;0;0;0;0;0;4;2;1;1;1;1;2;1;0;Reconnaissance;1
91606;ftp;1178;1612;62;252;7;9;255;1009419128;1764402718;255;0;1;1;2;1;1;2;2;1;0;Exploits;1
55795;http;1276;354;254;252;2;1;255;3998350088;2253659629;255;0;2;1;1;1;1;1;2;1;0;Exploits;1
133027;smtp;4347;1902;62;252;9;8;255;3757325714;3979054438;255;0;1;1;1;1;1;1;1;1;0;DoS;1
69434;http;810;3802;62;252;2;3;255;3322778571;3976419708;255;109;1;1;1;1;1;1;1;2;0;Exploits;1
59063;-;200;0;254;0;0;0;0;0;0;0;0;5;2;2;2;2;5;2;5;0;Exploits;1
88883;-;614;268;254;252;2;1;255;940501586;597815269;255;0;5;1;2;1;1;3;2;4;0;Fuzzers;1
167580;-;168;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;2;1;0;Reconnaissance;1
136723;-;200;0;254;0;0;0;0;0;0;0;0;5;2;2;2;2;5;2;5;0;DoS;1
102166;-;200;0;254;0;0;0;0;0;0;0;0;4;2;2;2;2;5;2;4;0;Exploits;1
85443;-;200;0;254;0;0;0;0;0;0;0;0;10;2;3;3;3;11;3;10;0;Backdoor;1
78759;-;248562;1652;254;60;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;Reconnaissance;1
78899;-;1390;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;0;DoS;1
107801;http;822;9268;62;252;2;4;255;4107780648;806293961;255;4102;4;1;2;1;1;1;1;1;0;Exploits;1
97549;-;20128;0;254;0;0;0;0;0;0;0;0;1;6;1;1;1;1;1;1;0;Reconnaissance;1
170643;ftp-data;450;782;62;252;1;2;255;1441315078;3613876827;255;0;1;1;2;1;1;2;4;1;0;Exploits;1
137888;-;200;0;254;0;0;0;0;0;0;0;0;5;2;2;2;2;5;2;5;0;Exploits;1
93631;-;200;0;254;0;0;0;0;0;0;0;0;9;2;4;3;3;12;4;9;0;DoS;1
120241;dns;114;0;254;0;0;0;0;0;0;0;0;24;2;11;11;11;24;11;24;0;Generic;1
52353;-;200;0;254;0;0;0;0;0;0;0;0;2;2;2;1;1;3;2;2;0;Exploits;1
159761;dns;114;0;254;0;0;0;0;0;0;0;0;33;2;34;33;16;33;33;33;0;Generic;1
53412;-;1184;41210;62;252;6;21;255;3910924214;3404971718;255;0;2;1;2;1;1;1;1;1;0;Exploits;1
53673;-;200;0;254;0;0;0;0;0;0;0;0;6;2;1;1;1;7;1;6;0;Exploits;1
65980;ftp;1178;1660;62;252;7;9;255;1862774129;329152263;255;0;1;1;2;1;1;2;2;1;0;Exploits;1
62480;http;778;268;254;252;2;1;255;509339556;2613786044;255;0;1;1;1;1;1;1;1;1;0;Reconnaissance;1
96655;-;200;0;254;0;0;0;0;0;0;0;0;12;2;5;4;4;14;5;12;0;DoS;1
113707;-;534;354;254;252;2;1;255;1554378385;2893217494;255;0;4;1;2;2;2;4;2;4;0;Fuzzers;1
87680;-;200;0;254;0;0;0;0;0;0;0;0;9;2;6;5;5;13;6;9;0;DoS;1
48526;-;68199;612;254;252;27;1;255;2381765405;3154491596;255;0;2;1;1;1;1;3;1;2;0;Fuzzers;1
110595;-;78;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;2;1;0;Exploits;1
100433;ftp-data;364;3754;62;252;1;3;255;1094520920;1193540216;255;0;1;1;2;1;1;2;3;1;0;Exploits;1
146557;dns;114;0;254;0;0;0;0;0;0;0;0;16;2;16;16;16;16;17;16;0;Generic;1
102764;-;200;0;254;0;0;0;0;0;0;0;0;4;2;3;3;3;4;3;4;0;Exploits;1
49705;http;1764;268;254;252;2;1;255;377041471;1866587178;255;0;1;1;1;1;1;1;1;1;0;Exploits;1
78106;-;200;0;254;0;0;0;0;0;0;0;0;6;2;4;3;3;6;4;6;0;Analysis;1
78619;-;336;0;254;0;0;0;0;0;0;0;0;2;2;1;1;1;1;2;1;0;Shellcode;1
100430;-;1886;752;254;252;3;2;255;277996566;1323235424;255;0;5;1;2;1;1;6;2;6;0;Fuzzers;1
107658;ftp;1288;1620;62;252;7;9;255;1134416245;2317370838;255;0;1;1;2;1;1;2;2;1;0;Exploits;1
143900;-;1040;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;0;DoS;1
161160;dns;114;0;254;0;0;0;0;0;0;0;0;29;2;16;16;16;29;16;29;0;Generic;1
61142;http;950;268;254;252;2;1;255;3252076634;3120144407;255;0;1;1;1;1;1;1;1;1;0;Reconnaissance;1
129395;dns;114;0;254;0;0;0;0;0;0;0;0;22;2;17;16;16;22;16;22;0;Generic;1
169400;dns;114;0;254;0;0;0;0;0;0;0;0;10;2;11;10;10;10;11;10;0;Generic;1
154515;-;200;0;254;0;0;0;0;0;0;0;0;3;2;3;2;2;3;4;3;0;Fuzzers;1
98444;-;1064;0;254;0;0;0;0;0;0;0;0;2;2;1;1;1;2;1;2;0;Fuzzers;1
106226;-;200;0;254;0;0;0;0;0;0;0;0;6;2;2;2;2;6;2;6;0;Exploits;1
64310;pop3;1474;115112;62;252;7;50;255;2236868443;1353501311;255;0;1;1;1;1;1;1;1;1;0;Exploits;1
73256;-;200;0;254;0;0;0;0;0;0;0;0;6;2;3;3;3;6;3;6;0;DoS;1
148786;dns;114;0;254;0;0;0;0;0;0;0;0;32;2;32;32;17;32;32;32;0;Generic;1
124086;dns;114;0;254;0;0;0;0;0;0;0;0;22;2;17;17;17;22;17;22;0;Generic;1
77424;-;608;646;254;252;2;3;255;2926907060;448596934;255;0;3;1;1;1;1;3;1;3;0;Exploits;1
74530;-;200;0;254;0;0;0;0;0;0;0;0;6;2;2;2;2;6;3;6;0;DoS;1
101542;-;200;0;254;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;Exploits;1
113549;dhcp;1152;0;62;0;0;0;0;0;0;0;0;1;2;1;1;1;1;2;1;0;DoS;1
85092;ftp;700;912;254;252;4;4;255;723024598;2181145055;255;0;1;1;1;1;1;1;1;1;0;Backdoor;1
111416;-;200;0;254;0;0;0;0;0;0;0;0;3;2;2;2;2;3;2;3;0;Fuzzers;1
159987;dns;114;0;254;0;0;0;0;0;0;0;0;33;2;33;33;16;33;33;33;0;Generic;1
158224;dns;114;0;254;0;0;0;0;0;0;0;0;24;2;6;6;4;24;7;24;0;Generic;1
117435;dns;114;0;254;0;0;0;0;0;0;0;0;34;2;34;34;18;34;34;34;0;Generic;1
173593;dns;114;0;254;0;0;0;0;0;0;0;0;22;2;16;16;16;22;16;22;0;Generic;1
97296;-;168;0;254;0;0;0;0;0;0;0;0;5;2;1;1;1;1;2;1;0;Reconnaissance;1
162627;dns;114;0;254;0;0;0;0;0;0;0;0;30;2;14;14;14;30;14;30;0;Generic;1
49048;http;942;354;254;252;2;1;255;795379478;216282967;255;0;1;1;2;1;1;1;1;2;0;Reconnaissance;1
87780;-;200;0;254;0;0;0;0;0;0;0;0;12;2;5;4;4;14;5;12;0;DoS;1
142892;dns;114;0;254;0;0;0;0;0;0;0;0;16;2;16;16;16;16;17;16;0;Generic;1
82362;http;1096;268;254;252;2;1;255;884176541;1141122051;255;0;2;1;1;1;1;1;2;1;0;DoS;1
67609;-;2632;764;254;252;4;4;255;2092283212;2533384529;255;0;6;1;1;1;1;3;1;3;0;Fuzzers;1
68844;-;168;0;254;0;0;0;0;0;0;0;0;2;2;1;1;1;1;1;1;0;Reconnaissance;1
119863;dns;114;0;254;0;0;0;0;0;0;0;0;38;2;6;6;6;38;6;38;0;Generic;1
147875;smtp;3479;1796;62;252;8;8;255;856423555;377019004;255;0;1;1;2;1;1;1;1;1;0;Exploits;1
158492;dns;6396;0;254;0;0;0;0;0;0;0;0;8;6;25;8;8;8;8;27;0;Fuzzers;1
164167;dns;114;0;254;0;0;0;0;0;0;0;0;25;2;25;25;11;25;25;25;0;Generic;1
72140;-;200;0;254;0;0;0;0;0;0;0;0;4;2;2;2;2;4;2;4;0;Exploits;1
129747;-;17448;354;254;252;7;1;255;2782594076;1615178437;255;0;1;1;2;1;1;4;3;1;0;Exploits;1
153085;dns;114;0;254;0;0;0;0;0;0;0;0;42;2;30;30;15;42;30;42;0;Generic;1
91331;-;200;0;254;0;0;0;0;0;0;0;0;8;2;5;2;2;15;5;8;0;DoS;1
57676;http;1018;268;254;252;2;1;255;1554574682;3947193272;255;0;1;1;1;1;1;1;1;1;0;Exploits;1
163051;dns;114;0;254;0;0;0;0;0;0;0;0;33;2;16;16;16;33;16;33;0;Generic;1
77362;-;2652;268;254;252;2;1;255;2481576515;4258807160;255;0;4;1;1;1;1;1;1;1;0;Exploits;1
130908;dns;114;0;254;0;0;0;0;0;0;0;0;11;2;11;11;11;11;11;11;0;Generic;1
124692;dns;114;0;254;0;0;0;0;0;0;0;0;29;2;13;13;13;29;14;29;0;Generic;1
121580;-;200;0;254;0;0;0;0;0;0;0;0;4;2;1;1;1;4;2;4;0;Exploits;1
136464;dns;114;0;254;0;0;0;0;0;0;0;0;45;2;33;33;17;45;33;45;0;Generic;1
102584;-;180;0;254;0;0;0;0;0;0;0;0;3;2;2;2;2;3;4;3;0;DoS;1
50438;-;1092;536;254;252;6;1;255;2231956827;1026060418;255;0;9;1;2;2;2;7;3;7;0;Fuzzers;1
60694;-;5248;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;3;1;0;Exploits;1
142364;smtp;4659;1662;62;252;9;8;255;1152574339;3047468940;255;0;3;1;1;1;1;3;2;3;0;Exploits;1
100872;-;672;462;254;252;3;2;255;1247200161;2651401461;255;0;1;1;1;1;1;1;1;1;0;DoS;1
96758;-;152;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;1;1;0;Exploits;1
135015;dns;114;0;254;0;0;0;0;0;0;0;0;17;2;17;17;9;17;17;17;0;Generic;1
68600;http;792;4250;62;252;2;3;255;3652716047;616355082;255;1663;1;1;1;1;1;1;3;2;0;Exploits;1
94093;-;168;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;7;1;2;0;Reconnaissance;1
100661;pop3;1024;19042;62;252;7;14;255;2913306140;589213581;255;0;1;1;1;1;1;1;4;1;0;Exploits;1
106209;-;200;0;254;0;0;0;0;0;0;0;0;6;2;2;2;2;6;2;6;0;Analysis;1
121092;-;1006;14858;62;252;6;11;255;1338022127;3581289863;255;0;1;1;1;1;1;2;1;1;0;Exploits;1
134183;ftp;1194;1612;62;252;7;9;255;3975220204;2644331256;255;0;1;1;2;1;1;2;2;1;0;Exploits;1
89174;-;1882;774;254;252;3;2;255;1398428239;3082320184;255;0;3;1;1;1;1;2;1;2;0;Fuzzers;1
135225;dns;114;0;254;0;0;0;0;0;0;0;0;13;2;13;13;13;13;13;13;0;Generic;1
88547;-;558;354;254;252;2;1;255;3244614022;2953985342;255;0;9;1;1;2;1;3;4;3;0;Fuzzers;1
132261;dns;114;0;254;0;0;0;0;0;0;0;0;33;2;19;17;17;34;18;33;0;Generic;1
77413;-;1036;806;254;252;3;2;255;1380705370;2193523113;255;0;8;1;1;2;1;3;2;4;0;Fuzzers;1
147885;dns;114;0;254;0;0;0;0;0;0;0;0;22;2;5;5;5;22;5;22;0;Generic;1
50084;smtp;8569;1802;62;252;10;8;255;1527240220;1858059478;255;0;1;1;1;1;1;1;2;1;0;Exploits;1
143140;dns;114;0;254;0;0;0;0;0;0;0;0;38;2;29;29;15;38;29;38;0;Generic;1
135969;-;200;0;254;0;0;0;0;0;0;0;0;6;2;2;2;2;6;3;6;0;Exploits;1
135789;dns;114;0;254;0;0;0;0;0;0;0;0;30;2;28;27;16;31;28;30;0;Generic;1
144661;dns;114;0;254;0;0;0;0;0;0;0;0;26;2;9;9;9;26;9;26;0;Generic;1
139092;dns;114;0;254;0;0;0;0;0;0;0;0;16;2;15;14;14;16;14;16;0;Generic;1
132565;http;10502;1506;62;252;6;2;255;173865732;3943087132;255;347;1;1;3;1;1;1;1;1;0;DoS;1
152294;dns;114;0;254;0;0;0;0;0;0;0;0;30;2;12;12;12;30;12;30;0;Generic;1
135499;http;1296;268;254;252;2;1;255;843308114;2466451045;255;0;1;1;1;1;1;1;1;1;0;Exploits;1
136987;dns;114;0;254;0;0;0;0;0;0;0;0;31;2;17;17;17;31;18;31;0;Generic;1
147138;dns;114;0;254;0;0;0;0;0;0;0;0;27;2;14;13;13;27;15;27;0;Generic;1
56161;-;200;0;254;0;0;0;0;0;0;0;0;3;2;1;1;1;3;1;3;0;DoS;1
87398;-;200;0;254;0;0;0;0;0;0;0;0;8;2;4;2;2;13;5;8;0;DoS;1
160891;dns;114;0;254;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;0;Generic;1
60658;ftp-data;364;1972;62;252;1;2;255;2673301971;4008615326;255;0;1;1;2;1;1;2;2;1;0;Exploits;1
56840;-;200;0;254;0;0;0;0;0;0;0;0;6;2;3;3;3;6;3;6;0;DoS;1
160421;dns;114;0;254;0;0;0;0;0;0;0;0;33;2;18;17;17;33;17;33;0;Generic;1
110600;-;78;0;254;0;0;0;0;0;0;0;0;1;2;1;1;1;1;2;1;0;Exploits;1
58503;http;912;268;254;252;2;1;255;3403701360;2616301624;255;0;1;1;1;1;1;1;2;1;0;Exploits;1
108919;-;200;0;254;0;0;0;0;0;0;0;0;4;2;2;2;2;4;2;4;0;Exploits;1
164307;dns;114;0;254;0;0;0;0;0;0;0;0;9;2;9;9;9;9;9;9;0;Generic;1
59853;-;200;0;254;0;0;0;0;0;0;0;0;4;2;3;2;2;4;27;4;0;Exploits;1
148696;dns;114;0;254;0;0;0;0;0;0;0;0;27;2;16;16;16;27;16;27;0;Generic;1
116440;-;1612;268;254;252;2;1;255;2442329127;3321126227;255;0;7;1;1;1;1;5;1;5;0;Fuzzers;1
78837;-;988;728;254;252;3;2;255;4112886306;3224562128;255;0;4;1;1;1;1;3;1;3;0;Fuzzers;1
73917;http;790;5502;62;252;2;3;255;1054550996;3595599050;255;2308;4;1;1;2;1;1;5;1;0;Exploits;1
93897;http;1560;5380;62;252;4;4;255;2221367889;568807126;255;109;2;1;1;1;1;2;1;2;0;Exploits;1
165941;-;60;0;0;0;0;0;0;0;0;0;0;4;2;3;3;3;4;3;4;0;DoS;1
137175;dns;114;0;254;0;0;0;0;0;0;0;0;34;2;34;34;18;34;34;34;0;Generic;1
68032;-;200;0;254;0;0;0;0;0;0;0;0;7;2;2;2;2;7;3;7;0;DoS;1
87227;-;1430;0;254;0;0;0;0;0;0;0;0;4;2;2;1;1;4;2;4;0;Fuzzers;1
149988;dns;114;0;254;0;0;0;0;0;0;0;0;19;2;19;19;10;19;19;19;0;Generic;1
156368;-;364;560;254;252;1;2;255;2193698175;3361097667;255;0;1;1;1;1;1;1;18;1;0;Backdoor;1
152704;-;534;354;254;252;2;1;255;3847424343;1540184061;255;0;7;1;1;1;1;3;2;3;0;Fuzzers;1
171225;dns;114;0;254;0;0;0;0;0;0;0;0;30;2;16;16;16;30;16;30;0;Generic;1
57534;-;200;0;254;0;0;0;0;0;0;0;0;6;2;2;2;2;6;2;6;0;DoS;1
54108;http;1392;1156;254;252;2;2;255;3814688526;2167046560;255;109;1;1;1;1;1;1;1;1;0;Exploits;1
52918;http;818;1274;62;252;2;2;255;1134225610;4014818005;255;172;1;1;1;1;1;2;1;1;0;Exploits;1
141884;dns;114;0;254;0;0;0;0;0;0;0;0;21;2;5;5;5;21;5;21;0;Generic;1
109644;-;200;0;254;0;0;0;0;0;0;0;0;3;2;2;2;2;3;2;3;0;Exploits;1
144526;dns;114;0;254;0;0;0;0;0;0;0;0;33;2;16;16;16;33;16;33;0;Generic;1
70451;http;950;354;254;252;2;1;255;2883765197;4053701500;255;0;1;1;1;1;1;1;1;1;0;Reconnaissance;1
74700;-;200;0;254;0;0;0;0;0;0;0;0;5;2;3;2;2;5;23;5;0;DoS;1
170608;dns;114;0;254;0;0;0;0;0;0;0;0;37;2;33;33;16;37;33;37;0;Generic;1
77579;-;534;268;254;252;2;1;255;2139109053;2706112692;255;0;2;1;2;2;2;2;2;2;0;Fuzzers;1
106556;-;200;0;254;0;0;0;0;0;0;0;0;4;2;4;4;4;4;5;4;0;Exploits;1
91403;http;826;2460;62;252;2;2;255;1086627772;189747322;255;820;1;1;1;1;1;1;1;1;0;Exploits;1
136391;dns;114;0;254;0;0;0;0;0;0;0;0;13;2;9;9;9;13;9;13;0;Generic;1
166558;http;850;3460;62;252;2;3;255;2393620588;2886862556;255;1269;1;1;1;1;1;1;1;1;0;Exploits;1
167131;dns;114;0;254;0;0;0;0;0;0;0;0;8;2;8;8;8;8;8;8;0;Generic;1
120479;-;25882;764;254;252;12;4;255;1447970169;3488743824;255;0;4;1;2;1;1;5;2;4;0;Fuzzers;1
161314;dns;114;0;254;0;0;0;0;0;0;0;0;26;2;18;16;16;27;17;26;0;Generic;1
90361;-;640;268;254;252;2;1;255;2829397353;3492516105;255;0;8;1;2;2;1;6;3;6;0;Fuzzers;1
138361;-;200;0;254;0;0;0;0;0;0;0;0;6;2;2;2;2;6;3;6;0;DoS;1
84501;http;826;1234;62;252;2;2;255;917674250;3717664806;255;205;2;1;3;2;2;3;3;2;0;Fuzzers;1
141221;dns;114;0;254;0;0;0;0;0;0;0;0;17;2;12;12;8;17;12;17;0;Generic;1
56599;-;200;0;254;0;0;0;0;0;0;0;0;6;2;1;1;1;6;19;6;0;Fuzzers;1
